StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
STU08771,7.16,1,2,0,80.2,2.2,Yes,No,61.1,72.8,NotPlaced
STU04752,7.27,1,4,1,57.1,3.1,Yes,Yes,85.8,58.7,Placed
STU00293,6.97,0,1,2,77,3.3,Yes,No,74.7,78.4,NotPlaced
STU09652,8.11,0,1,1,80.6,5,Yes,Yes,62.3,57.9,NotPlaced
STU06748,7.97,1,2,1,97.7,4.1,No,No,74.7,50,Placed
STU04344,8.42,2,1,1,71.3,4.6,No,No,61.2,78.3,Placed
STU07755,7.55,1,1,2,70.1,1,No,Yes,80.5,66.6,Placed
STU02489,7.52,0,2,2,71.8,4.7,Yes,No,70,76.2,NotPlaced
STU03462,9.21,1,3,0,69.6,2.2,Yes,No,53.9,70.4,Placed
STU08532,6.2,0,3,1,71.4,3.7,Yes,No,74.7,67.8,NotPlaced
STU08032,8.85,1,2,1,66.7,2.8,No,No,68.6,73.3,NotPlaced
STU07785,7.67,1,1,0,74.9,4.1,Yes,Yes,64.5,55.4,NotPlaced
STU09874,8.75,0,0,2,69.5,3.4,Yes,No,91.3,67.2,NotPlaced
STU06384,7.39,0,1,1,71.8,3.1,Yes,Yes,56.4,58.3,NotPlaced
STU01166,9.7,3,0,1,66,3.2,Yes,No,73,61.3,Placed
STU05538,7.18,1,3,0,76.8,2.5,No,No,78,85.9,Placed
STU06935,8.29,1,1,2,79.4,4.4,Yes,Yes,67.8,75.9,Placed
STU00169,7.28,2,0,1,80.5,3.5,No,No,85.7,77.9,Placed
STU07944,7.9,1,1,0,63.3,4.4,No,No,78,65.8,NotPlaced
STU03515,7.89,1,2,1,70.4,3.1,Yes,Yes,87.1,83.3,Placed
STU01787,7.22,1,2,0,68.3,2.9,No,No,71.6,68,NotPlaced
STU05125,8.12,1,1,2,83.6,3.4,Yes,No,68.7,50.5,Placed
STU04350,7,0,4,2,48.9,1.3,Yes,Yes,63.6,78.1,NotPlaced
STU09942,9.12,0,4,1,55.2,4.3,Yes,No,63.2,68.1,Placed
STU00866,7.15,1,3,1,59.6,3.9,Yes,Yes,70.9,79.6,Placed
STU09409,7.15,1,1,2,59.1,3.5,No,Yes,89.1,78.8,Placed
STU06838,5.91,0,1,2,76.3,3.5,No,Yes,61.4,71,NotPlaced
STU01236,8.98,2,0,2,48.2,2.8,Yes,Yes,72.9,67.7,Placed
STU01276,7.63,0,0,1,61.8,4.2,Yes,Yes,90.4,45.1,NotPlaced
STU08324,8.98,0,4,3,61.2,3.3,No,Yes,66.8,70.3,Placed
STU06284,8.42,0,2,3,65.5,4.5,Yes,No,71.1,80.3,NotPlaced
STU04957,7.32,1,2,1,45.7,3.2,No,No,71.8,84.9,NotPlaced
STU00151,7.73,1,2,3,73.9,5,No,Yes,61.3,59.2,Placed
STU04689,6.2,0,2,1,76.1,3.8,Yes,Yes,63.4,70.2,NotPlaced
STU09059,6.17,1,2,1,68.3,2.8,No,Yes,67.2,72.9,Placed
STU05876,6.62,1,1,1,76.3,3.2,No,No,78.1,73.4,NotPlaced
STU02879,7.76,1,1,3,71.5,3.3,Yes,Yes,81.8,77,Placed
STU01628,8.65,2,2,2,66.1,4,No,Yes,100,55.6,Placed
STU05758,7.2,1,3,1,81.4,3.5,No,Yes,57.3,75.5,Placed
STU06523,7.17,1,2,2,61.5,4.6,Yes,Yes,64.5,68.9,Placed
STU00442,7.47,0,1,3,70.2,4.6,No,No,95.4,69.9,NotPlaced
STU06128,8.85,1,1,2,67.2,4.1,No,Yes,72.9,77.8,Placed
STU09157,7.78,0,3,2,43,2.9,No,Yes,65.8,83,NotPlaced
STU02542,6.37,0,2,1,65.8,4.3,Yes,Yes,70.7,57.4,NotPlaced
STU00248,6.91,1,2,1,75.9,4.2,Yes,Yes,76,81.6,Placed
STU00643,7.27,1,0,3,79.5,2.9,No,No,57.7,63.7,NotPlaced
STU09449,7.16,2,1,2,59.2,4.4,No,No,68.7,43.2,Placed
STU09940,5.78,3,1,2,63.1,2.5,Yes,No,86.9,76.1,Placed
STU05646,5.93,0,1,0,58.2,3.7,Yes,Yes,68.5,73.1,NotPlaced
STU09711,6.56,2,2,2,81.4,4.1,Yes,Yes,98.4,65.5,Placed
STU06094,6.72,0,1,0,84.5,4.1,No,Yes,56.2,55,NotPlaced
STU08786,7.7,2,1,3,77.8,3.9,No,Yes,73.9,63.2,Placed
STU05198,7.2,0,0,2,71.8,3.6,Yes,Yes,60.8,62,NotPlaced
STU09907,8.07,0,0,0,70.9,3.1,Yes,Yes,95.7,70.3,NotPlaced
STU01856,6.9,0,3,1,68.8,2,Yes,No,96.7,71.9,NotPlaced
STU05834,8.24,1,2,0,73.6,3.6,Yes,No,69.4,62.2,Placed
STU05808,7.18,1,1,2,76.9,3.9,No,No,57.3,85.4,Placed
STU04704,8.02,1,2,1,86.1,4,No,No,79.3,96.4,Placed
STU08311,6.69,0,1,0,84.6,4.4,No,Yes,85.9,61.1,NotPlaced
STU03316,7.87,1,4,1,86.4,3.6,Yes,No,81.7,60.8,Placed
STU07456,6.55,1,0,2,87.9,4,No,Yes,44.6,89.9,NotPlaced
STU01756,8.74,0,3,2,68.9,2.8,No,No,70.8,83.8,NotPlaced
STU03631,8.04,1,2,1,69.5,1.9,No,Yes,55.1,72.9,NotPlaced
STU06506,7.27,1,3,3,63.2,4,Yes,No,75.2,76.3,Placed
STU00093,6.87,0,2,1,84.5,4.1,No,Yes,60,77.3,Placed
STU08931,7.17,3,2,2,74.9,3.1,No,Yes,78.8,60.3,Placed
STU02370,8.61,1,2,1,57.9,4,No,No,61.3,80.1,NotPlaced
STU01797,7.21,3,1,2,78,4,Yes,No,76.5,93.7,Placed
STU09557,6.17,1,2,1,87.4,2.5,No,No,75,68.6,NotPlaced
STU02125,7.52,1,2,2,76.4,2.9,Yes,Yes,78.9,90.9,Placed
STU01319,6.95,0,1,1,71.3,5,Yes,No,65.9,71.7,Placed
STU00133,6.54,1,0,1,59.7,3.2,No,No,81.9,58.4,NotPlaced
STU00780,8.06,1,2,1,58.9,3.6,No,No,70.2,70.1,NotPlaced
STU07505,6.9,0,2,0,60,4.2,Yes,No,62.4,96.1,NotPlaced
STU09433,7.25,0,2,2,63.7,2.7,Yes,No,78.9,86.3,NotPlaced
STU03680,7.42,0,3,1,74.5,2.6,Yes,Yes,96.8,61.3,Placed
STU09889,7.73,0,2,3,72.1,4.3,No,No,62.4,82,Placed
STU03664,7.78,1,2,1,77,3.6,Yes,No,78,40,Placed
STU03218,7.03,0,2,2,84.4,2.8,Yes,Yes,67.3,74.2,Placed
STU06006,8.25,2,1,1,59.2,3.1,No,No,71.2,74.5,Placed
STU06778,7.79,1,1,2,89.8,3.7,Yes,No,69.7,68.8,NotPlaced
STU06033,7.95,1,1,1,70.5,3.8,Yes,Yes,65.2,86.1,Placed
STU06849,9.78,2,2,1,70.2,4,No,Yes,100,73.3,Placed
STU06379,8.32,0,1,1,90.2,3.7,Yes,Yes,69.5,60.2,NotPlaced
STU02886,7.05,0,3,1,52,3.2,Yes,No,67,63.1,NotPlaced
STU03745,6.6,1,4,1,81.3,3.4,No,No,88,66.6,Placed
STU01915,5.88,1,1,2,83.2,3.4,Yes,No,67.4,61.1,NotPlaced
STU08684,8.25,1,4,2,68.6,4.3,Yes,No,62.1,69.7,Placed
STU01375,8.82,1,4,2,59.5,2.6,Yes,Yes,55.3,81.6,Placed
STU07488,7.91,0,3,1,78,3.9,No,No,98.8,69.4,NotPlaced
STU01780,6.88,1,1,1,64.4,4,No,Yes,69.9,84.7,NotPlaced
STU04780,5,1,1,1,81.9,1.8,No,Yes,75.2,60.1,NotPlaced
STU00367,7.7,0,0,3,65.4,3.4,Yes,Yes,77.2,69,NotPlaced
STU02145,7.3,1,1,1,83.1,3.1,Yes,Yes,65.6,67.7,Placed
STU04461,8.57,1,3,3,76.3,3.8,Yes,No,80.2,75,Placed
STU03205,6.64,1,4,3,71.8,5,Yes,No,71.2,79.7,Placed
STU08233,5.66,2,3,0,62.7,2.9,Yes,Yes,57.5,75.5,Placed
STU07203,8.23,1,2,1,71.5,4,Yes,Yes,55.3,53.5,Placed
STU08062,7.64,1,2,1,81.4,2.8,Yes,Yes,68.8,69.8,Placed
STU09443,6.63,1,0,1,65.6,2.2,Yes,No,71.1,58.7,NotPlaced
STU09574,5.03,0,2,0,40,3.9,Yes,No,67.1,76.1,NotPlaced
STU01052,7.86,0,0,1,58.1,4.4,Yes,No,67.5,70,NotPlaced
STU03738,7.36,2,3,3,81.3,1.1,Yes,Yes,72.9,65.6,Placed
STU09593,8.63,2,2,0,77.9,4.8,Yes,Yes,84.5,47.8,Placed
STU04691,7.43,2,0,0,61.2,3.2,Yes,Yes,75.1,64.3,Placed
STU06332,6.28,2,3,2,66.6,3,Yes,No,81.5,81.4,NotPlaced
STU08858,7.62,0,3,2,71.4,2.4,No,Yes,77.7,70.5,Placed
STU02832,6.67,2,2,2,65.3,3.6,Yes,Yes,94.6,70.3,Placed
STU00883,7.06,1,3,0,55.7,2.8,No,No,79.5,93.5,NotPlaced
STU07191,7.64,3,2,2,85.2,2.9,No,No,66.4,77.2,Placed
STU07658,5.58,0,3,2,72.8,3,Yes,No,82.6,76.5,Placed
STU05309,6.82,1,3,2,66.3,3.3,Yes,No,64.1,80.3,NotPlaced
STU08275,6.49,2,2,2,79.1,3.1,Yes,Yes,62.5,66.5,Placed
STU09364,7.63,1,4,1,74.6,3.6,Yes,No,66.7,50.8,Placed
STU04431,5.9,1,3,2,68.3,2.4,Yes,Yes,74.6,67.5,Placed
STU09842,8.7,1,1,0,73.9,1.3,No,No,78.3,77.1,NotPlaced
STU00697,7.79,1,3,2,67.6,4.1,Yes,Yes,85.5,67.2,Placed
STU04258,8.78,2,1,1,81.3,4.5,Yes,Yes,67.5,63.1,Placed
STU01669,8.26,1,1,0,77.5,3.5,Yes,No,73.1,78.3,Placed
STU02353,8.12,0,0,1,58.3,3.2,Yes,Yes,78.3,57.3,NotPlaced
STU09031,7.49,1,0,0,73,2.9,Yes,Yes,72.1,67.2,NotPlaced
STU04506,7.84,0,3,2,73.9,4.2,Yes,No,95.3,80.9,Placed
STU07797,6.29,3,2,3,65.2,2.6,No,No,81,75.7,Placed
STU03158,7.6,0,2,3,70.7,1.4,Yes,Yes,61,43.1,NotPlaced
STU06256,5.52,0,3,2,73.2,3.1,Yes,No,50.9,67,NotPlaced
STU03110,5.82,1,2,0,74.1,3.9,No,Yes,63.7,76.3,NotPlaced
STU05831,7.29,0,1,2,67.5,3.7,No,No,56.3,67.6,NotPlaced
STU09056,6.88,2,2,0,82,4.2,Yes,Yes,74.2,75,Placed
STU04255,7.71,1,1,1,84.9,3,No,Yes,54.5,81.5,Placed
STU03284,8.29,0,2,2,71,4,Yes,Yes,87,71.6,Placed
STU01372,9.04,0,4,0,64.1,3.4,Yes,No,81,71.3,Placed
STU02082,8.04,3,4,1,51.9,3.4,No,No,62.4,65,Placed
STU06143,7.49,1,2,1,55.8,4.5,Yes,Yes,66.1,84.1,Placed
STU05927,8.11,1,2,0,87.8,4.9,No,Yes,63.9,68.9,Placed
STU00371,7.52,1,0,1,67.3,3.2,Yes,No,73.7,66.5,NotPlaced
STU03216,9.1,0,0,1,79.8,2.7,Yes,No,73.6,67.1,NotPlaced
STU00552,7.36,1,2,2,67.4,3.8,No,Yes,42.5,65.3,Placed
STU03541,7.8,1,1,1,77.9,2.6,No,No,73.3,77.2,NotPlaced
STU08419,7.01,3,4,1,89.5,4.1,Yes,Yes,69.1,63.2,Placed
STU04067,7.67,2,2,2,59.7,4.8,Yes,Yes,89.4,71.6,Placed
STU00305,7.48,2,0,1,71.1,4.3,No,No,81.2,76,Placed
STU08375,7.33,3,4,2,70.5,3.2,No,Yes,72.9,51.1,Placed
STU01696,9.25,2,1,2,71.3,3.9,No,No,79.4,76.9,Placed
STU07386,7.78,1,4,0,65.8,2.7,No,No,56,75.2,NotPlaced
STU04387,6.88,1,2,2,54,3.7,Yes,Yes,53.8,88.8,Placed
STU07538,5.59,0,0,0,48.8,3.1,Yes,No,84.9,83.1,NotPlaced
STU03815,6.36,0,1,1,84.4,3,Yes,Yes,78,85,NotPlaced
STU04385,6.95,0,1,3,72.9,3.1,Yes,Yes,86.2,65,NotPlaced
STU08827,6.53,1,1,2,81.4,3.4,No,Yes,59.9,75.3,Placed
STU01459,8.66,1,2,3,73.1,2.8,Yes,No,82.5,88.3,Placed
STU07500,7.34,2,3,1,65.9,3.9,No,Yes,78.3,68.9,Placed
STU03775,5.91,0,1,1,81,3.5,Yes,No,69,74.3,NotPlaced
STU05665,7.06,1,2,3,79.8,3.8,Yes,No,65.5,56,Placed
STU04445,5.76,1,4,1,53.4,3.5,No,No,61.5,84.7,NotPlaced
STU02475,7.77,1,2,0,86.4,4.3,No,Yes,41.9,77.8,Placed
STU01661,8.69,0,2,3,92.7,3.6,Yes,No,71,63.4,Placed
STU05531,8.66,1,2,2,78.7,2.2,Yes,Yes,71.6,81.3,Placed
STU01803,6.86,2,1,2,61,3.5,No,No,85.3,74.7,Placed
STU05932,6.78,0,3,2,82.1,3.9,Yes,No,82.4,68,Placed
STU02765,7.73,1,2,2,68.7,2.2,Yes,Yes,71.2,81.3,Placed
STU00012,7.08,0,3,1,75.7,3.3,No,Yes,55,81.8,NotPlaced
STU02198,7.52,0,1,0,65.3,2.8,Yes,No,89.8,87,NotPlaced
STU09880,9.04,1,2,1,72.4,4.6,Yes,Yes,88.4,71.6,Placed
STU02210,7.5,2,1,0,52.3,3.7,Yes,No,70,85.5,NotPlaced
STU08418,7.58,0,3,2,71.4,4.4,No,No,84.2,85.8,NotPlaced
STU06981,6.32,1,2,1,70.1,2.2,Yes,No,87.1,55.4,Placed
STU00936,7.05,1,3,1,88.6,1.6,No,Yes,70.7,56.7,Placed
STU06497,8.4,2,1,0,91.4,3.1,No,Yes,60.1,70.9,Placed
STU00112,7.48,1,2,3,71.3,3.5,No,No,78.4,80,Placed
STU05229,8.04,0,1,2,80.5,5,Yes,Yes,66.8,53.7,Placed
STU01180,6.51,1,3,0,63.2,3.6,No,No,80,76.5,NotPlaced
STU08016,8.71,1,2,0,81.8,4.5,No,No,60,62.5,Placed
STU09459,8.44,0,1,0,59.2,4.4,Yes,Yes,94.3,74.5,Placed
STU04086,7.3,1,1,2,87.4,4.7,Yes,Yes,63,71.5,Placed
STU00745,7.97,0,3,1,61.7,3,No,Yes,69.8,72.9,Placed
STU04557,6.59,3,0,0,65.7,3.1,Yes,No,61.4,70.4,NotPlaced
STU00432,5.66,1,2,1,69.7,4.3,Yes,Yes,84.5,72.7,NotPlaced
STU02620,8.81,2,3,0,76.9,2.9,No,No,61.7,97.7,Placed
STU09436,6.22,1,0,1,56.5,2.4,Yes,No,78.3,72,NotPlaced
STU08175,7.08,0,3,2,73.3,2.2,No,Yes,63.5,69.4,Placed
STU08673,7.44,0,3,3,74.8,3.6,Yes,Yes,85.2,59.8,Placed
STU04185,7.07,1,2,1,63.6,2.4,No,No,88.2,97.3,NotPlaced
STU08685,8.28,2,2,1,62.4,3.2,No,No,100,40,Placed
STU04160,7.58,0,1,0,90.1,3.1,No,Yes,62.5,76.7,NotPlaced
STU06087,7.22,2,1,2,62.8,2.9,Yes,Yes,100,61.5,Placed
STU02903,6.99,2,2,2,72.3,3.1,No,Yes,74.1,48.1,Placed
STU08661,9.58,1,2,1,63.9,4,No,No,78.1,58,Placed
STU03721,8.4,1,4,1,74.7,2.9,Yes,Yes,89.3,67.2,Placed
STU05038,6.88,3,2,1,74.1,2.2,Yes,No,100,65.5,Placed
STU05252,7.02,2,1,1,63.5,5,Yes,Yes,78.2,77,Placed
STU08704,8.07,2,3,2,51.8,2.8,Yes,No,76.7,55.5,Placed
STU04991,5.61,0,3,1,79.1,2.6,No,No,73.7,65.8,NotPlaced
STU02321,7.9,1,3,1,57.5,4.5,Yes,No,66.7,81.1,Placed
STU02870,8.61,1,2,1,75.1,2.4,Yes,No,85.8,82,Placed
STU08848,7.61,1,0,2,58.5,4.6,Yes,Yes,61.3,70.7,Placed
STU05559,7.47,1,2,3,66.2,2.8,No,No,90.2,78.7,Placed
STU02835,7.28,1,4,3,97.4,3,Yes,Yes,76.2,68.3,Placed
STU00830,7.25,0,2,0,77.2,2.7,Yes,No,55.5,79.9,NotPlaced
STU06509,6.4,1,1,2,72.1,2.5,Yes,Yes,69.1,93.3,NotPlaced
STU03504,7.55,1,1,1,82.6,3.2,Yes,Yes,70.3,86.6,Placed
STU06327,7.03,2,2,3,83.1,3.4,No,No,47.6,59.2,Placed
STU06415,7.83,0,3,0,66.8,2.4,Yes,No,75.1,53.9,NotPlaced
STU08569,7.9,1,1,1,68,3.3,Yes,No,73.5,64.4,Placed
STU07736,6,1,1,2,82.1,2.8,Yes,No,69.4,80.3,NotPlaced
STU06194,8.36,1,0,1,78.2,4.3,No,No,90.7,60.1,Placed
STU02265,8.11,1,1,1,80.8,3.6,Yes,No,77.7,51.6,Placed
STU04521,7.06,0,2,1,58.5,2.8,Yes,Yes,63.8,67.2,NotPlaced
STU00576,5.51,1,4,0,77,4,No,Yes,64.3,53.7,Placed
STU07688,7.99,2,4,1,64.1,4.2,No,Yes,94.8,68.5,Placed
STU01009,8.44,1,1,3,66.2,4.7,No,Yes,77.3,65.5,Placed
STU04604,8.68,2,2,0,57.3,3.2,Yes,Yes,41.7,86.2,Placed
STU02776,7.24,1,1,1,75.3,4.2,Yes,No,83.1,63.6,Placed
STU07366,8.19,1,2,1,75.9,5,Yes,Yes,40.2,68,Placed
STU05637,9.38,1,3,1,69.9,4.2,No,No,74.2,80,Placed
STU01718,7.67,2,3,1,71.1,2.4,Yes,Yes,94.5,82.1,Placed
STU03344,8.61,1,3,2,64.3,3.4,Yes,No,80.7,51.5,Placed
STU03529,5.85,1,2,1,86.2,4.2,Yes,Yes,84.9,71.9,Placed
STU00850,7.02,2,1,1,70.4,3,No,No,60.2,83.9,NotPlaced
STU03839,6.63,1,2,1,74.9,4,Yes,Yes,53.1,68.3,Placed
STU06496,7.84,0,2,0,65.6,3.3,Yes,No,43.4,77.8,Placed
STU09199,5.26,1,2,2,69.4,3.2,Yes,No,84.6,61.9,NotPlaced
STU09234,7.38,0,1,1,60.3,2.3,Yes,Yes,91.8,60.5,NotPlaced
STU07422,7.49,1,1,2,59.7,2.3,Yes,Yes,59.5,76,NotPlaced
STU00890,8.5,2,1,1,74.9,5,No,Yes,68.4,70.6,Placed
STU05018,9.34,3,0,1,60.1,2.9,Yes,No,58,69.7,Placed
STU04043,6.05,1,2,2,73.7,5,Yes,Yes,55.9,70.2,Placed
STU07557,8.68,1,2,1,61.8,5,Yes,No,87.1,79,Placed
STU03454,7,1,1,0,66.8,3.5,No,Yes,66.1,57.2,NotPlaced
STU01406,6.82,2,0,2,62.8,4.5,Yes,Yes,78,64.8,Placed
STU02015,8.25,1,3,1,69,3,No,Yes,66.3,60.7,Placed
STU03412,7.14,0,3,1,93.1,2,Yes,No,70.9,60.3,NotPlaced
STU04731,6.43,0,1,0,83.6,2.8,Yes,Yes,43.1,90.2,NotPlaced
STU06754,7.83,1,3,0,72.8,4.3,Yes,No,78.6,78.3,Placed
STU07581,8.57,2,1,2,71.6,3.7,No,No,56,81.8,Placed
STU03281,6.72,1,0,0,57,3.3,No,Yes,70.6,78.7,NotPlaced
STU07322,7.39,2,1,3,70.1,3.3,No,No,69.4,52.1,Placed
STU07337,7.47,1,2,1,86.3,4.4,No,Yes,70.4,77.9,Placed
STU04969,7.23,0,0,1,69.3,4,Yes,Yes,77,76.3,NotPlaced
STU03242,10,0,1,2,80.8,3.4,Yes,No,51.5,70,NotPlaced
STU01833,8.36,1,1,1,79.4,2.5,Yes,Yes,68.1,40,Placed
STU04503,6.07,1,2,0,68.1,4.2,Yes,Yes,70.4,75.3,NotPlaced
STU08208,6.1,1,1,1,69.7,4.2,Yes,Yes,88.8,73.7,NotPlaced
STU04064,7.79,0,2,0,53.6,3.1,No,Yes,65.1,75.5,NotPlaced
STU06380,7.57,1,1,0,93.1,4.7,No,No,67.2,63.4,NotPlaced
STU02769,7.04,2,1,0,81.9,3.7,Yes,Yes,72.6,55.3,Placed
STU01266,6.23,3,3,0,69.1,3.5,Yes,No,77.7,68.5,Placed
STU04367,7.03,1,1,2,71.7,2.3,No,Yes,75.9,62.4,Placed
STU00214,8.09,2,2,0,59.5,3.7,No,No,97.6,67.8,NotPlaced
STU08077,7.43,1,2,1,71.9,2.9,Yes,No,84.2,51.5,Placed
STU00971,7.62,1,1,0,74.1,2.5,Yes,No,69.6,87,NotPlaced
STU01314,8,2,1,1,83.9,5,No,Yes,82.9,60.3,Placed
STU00707,6.35,1,1,1,68,3.4,Yes,No,72.1,72.9,Placed
STU06398,6.34,0,2,2,74.6,3.5,No,No,86.2,79.3,NotPlaced
STU09607,5,2,1,2,71.1,4.6,Yes,Yes,61.4,51.4,NotPlaced
STU07334,8.76,0,2,0,82.6,3.1,Yes,No,68.7,59.1,NotPlaced
STU09402,7.15,0,2,2,80.7,3,No,No,85.2,52.6,NotPlaced
STU09378,8.6,0,2,3,63.4,2.8,No,Yes,64.2,75.7,Placed
STU05743,7.52,1,3,1,89.9,3.7,Yes,No,67,92.5,Placed
STU08405,8.72,0,1,1,72.1,3.3,Yes,No,53.4,55.4,NotPlaced
STU06701,8.57,2,0,2,60.7,3.3,Yes,Yes,81.4,81,Placed
STU08512,8.03,1,2,2,80.4,4.3,Yes,No,69,57.3,Placed
STU05694,6.56,1,2,0,62.4,1.8,Yes,Yes,62.6,72.6,NotPlaced
STU05375,7.89,1,2,1,57.1,5,No,Yes,77,72.6,Placed
STU09679,7.76,0,0,1,68.5,3.2,Yes,Yes,58.3,45.8,NotPlaced
STU03451,7.07,0,1,1,68,3,No,Yes,81.3,68.5,NotPlaced
STU09219,6.69,1,0,1,64.4,4.2,Yes,Yes,84.4,75.2,NotPlaced
STU09523,8.36,0,1,3,82.7,3.6,No,Yes,81.6,89.9,Placed
STU06800,8.61,1,2,2,80.7,2.1,Yes,No,71.6,71.8,Placed
STU05049,8.51,1,3,1,54.1,3,No,No,53,88.4,NotPlaced
STU05580,7.51,1,2,3,58.2,5,Yes,Yes,96.6,73.7,Placed
STU04284,8.38,0,2,3,80.5,2.4,Yes,No,58.4,77.7,NotPlaced
STU04951,7.72,3,0,1,83.9,3,No,No,66.6,87.2,Placed
STU04744,7.87,1,0,1,81.1,3.4,No,Yes,61.2,61.6,Placed
STU07945,7.87,2,1,1,79.8,4.8,Yes,Yes,70.9,54.4,Placed
STU02556,7.98,3,3,2,75.5,3.6,Yes,No,74.1,82.3,Placed
STU09955,7.73,0,1,1,78.4,3.4,No,No,98.4,88.3,NotPlaced
STU09602,8.64,0,2,0,86.9,2,No,No,82.2,64.5,NotPlaced
STU01160,7.21,0,2,1,91.2,2.7,Yes,Yes,59.1,81.3,NotPlaced
STU04799,5.65,1,1,0,70.1,5,Yes,Yes,63.8,96.2,Placed
STU07129,7.67,1,3,1,62,2.5,No,Yes,74.6,86,Placed
STU01047,8.09,0,2,1,69.6,4.2,No,Yes,61,56.6,Placed
STU09205,6.49,1,3,0,73.6,4.9,Yes,No,70.1,73.9,Placed
STU02527,7.88,0,2,1,66.7,3,Yes,Yes,79.2,78,NotPlaced
STU04908,6.46,2,1,2,66.8,2.7,No,Yes,66,81.9,NotPlaced
STU07979,7.58,0,1,0,63.4,3.7,No,No,61.1,59.8,NotPlaced
STU06049,6.29,1,2,1,87.5,2.7,Yes,Yes,84.8,70.3,NotPlaced
STU05706,5.62,2,1,3,92.1,3.3,Yes,No,66.5,56.2,Placed
STU02830,7.17,0,1,1,70,3.3,Yes,No,69.5,89.8,NotPlaced
STU03382,8.57,2,2,2,63.5,2.9,Yes,No,71.5,85,Placed
STU00171,6.7,0,2,0,66.8,5,No,Yes,70.4,71.4,NotPlaced
STU09493,7.11,1,2,2,71,3.5,No,No,75.8,54.7,NotPlaced
STU02929,8.92,0,1,1,79.8,3.3,Yes,No,68.4,84.9,NotPlaced
STU01811,7.07,0,2,1,86.7,3.9,Yes,Yes,71,81.3,NotPlaced
STU03088,8.6,2,0,1,81.4,4.7,Yes,Yes,69.1,67.7,Placed
STU06158,6.67,1,2,2,60.2,4,Yes,No,53.9,82.2,NotPlaced
STU03772,7.05,1,2,0,70.7,4.8,Yes,Yes,94,58.1,Placed
STU05925,5.92,1,1,0,77.6,3.1,No,Yes,74.6,79.6,NotPlaced
STU04347,7.46,0,3,1,72.2,2.4,Yes,Yes,100,54.9,Placed
STU00887,8.03,2,1,1,68.6,3.1,Yes,Yes,68.7,81.3,Placed
STU05912,7.42,1,1,1,83.7,5,Yes,Yes,64.7,72.3,NotPlaced
STU03591,8.46,0,2,2,71.3,4.3,No,Yes,70.6,80.8,Placed
STU08176,8.51,3,1,0,85,3.1,No,Yes,76.2,73.1,Placed
STU09783,6.5,0,2,0,71.4,4.8,No,No,85.2,66.8,NotPlaced
STU02004,7.22,2,2,0,74.7,2.5,Yes,No,71.9,85,Placed
STU03077,8.2,1,2,0,57.6,3.1,Yes,No,81.1,83,NotPlaced
STU00798,8.11,1,0,0,68.2,3.6,No,No,67.1,77.2,NotPlaced
STU00124,6.24,0,2,0,89,3.6,No,Yes,96.1,81.3,NotPlaced
STU04524,9.37,1,1,0,86.8,4.8,Yes,Yes,56.8,72.1,Placed
STU09555,7.11,0,0,1,69.5,2.2,No,Yes,90.7,44.5,NotPlaced
STU02568,8.09,1,2,1,68.5,3.5,No,Yes,63.6,64.4,Placed
STU05871,6.93,0,2,0,57,4.7,No,No,64.4,72.1,NotPlaced
STU00976,5.8,1,2,2,47.2,2.8,Yes,No,76.9,74.1,NotPlaced
STU06975,8.71,1,2,1,72.3,4.5,No,No,59.8,88,Placed
STU03556,7.47,1,2,0,61.4,4.4,Yes,Yes,60.6,72.8,Placed
STU02521,7.66,0,1,1,70.2,4.6,No,Yes,89.5,51.9,NotPlaced
STU03289,6.94,2,1,0,71.5,3.3,No,No,65.2,83.2,NotPlaced
STU01439,7.94,1,3,3,58.8,3.4,Yes,Yes,65.6,89.5,Placed
STU07921,8.68,2,3,2,53.6,3,Yes,No,81.7,45.9,Placed
STU01781,6.23,1,1,0,52,4,Yes,No,65,80,NotPlaced
STU01015,9.06,2,2,0,77.2,3.8,No,No,73.4,89.6,Placed
STU03159,8.7,0,1,1,78.9,2,Yes,No,69.3,68.4,NotPlaced
STU00505,6.91,1,2,1,93.6,4.1,No,Yes,53.8,63.1,Placed
STU00192,8.27,0,2,1,90.1,2.6,No,Yes,81.4,85.5,Placed
STU07153,6.71,1,3,3,82.5,4.7,No,No,60.8,47.6,Placed
STU06498,8.56,2,1,1,71.3,2.4,No,Yes,82.2,50.9,Placed
STU03330,8.25,1,2,2,71.2,3.8,No,No,64,78.3,Placed
STU06410,7.66,0,2,1,75.2,5,No,No,79.3,40,NotPlaced
STU02424,7.46,1,3,0,74.3,2.4,Yes,Yes,61.1,61.3,Placed
STU00946,6.54,0,1,1,85.7,3.2,Yes,Yes,59.8,85.7,NotPlaced
STU07534,7.1,1,2,1,79.1,3.9,Yes,No,59.9,64.2,NotPlaced
STU06699,6.48,3,0,3,57.8,2.2,No,Yes,82.3,63.6,Placed
STU07361,6.82,0,1,2,87.5,4.1,No,Yes,70.1,77.4,NotPlaced
STU08196,8.4,3,0,1,76.8,2.7,No,Yes,88.9,73.6,Placed
STU07144,5.99,3,1,3,62.7,3.6,Yes,Yes,57,84,Placed
STU08616,6.62,2,2,0,63.7,4.4,No,No,81.4,72.5,Placed
